,Name,char,seiyuu
816,Assassination Classroom 2nd Season,Koro-Sensei , Jun Fukuyama
817,Assassination Classroom 2nd Season, Nagisa Shiota , Mai Fuchigami
818,Assassination Classroom 2nd Season, Gakuhou Asano , Shou Hayami
819,Assassination Classroom 2nd Season, Gakushu Asano , Mamoru Miyano
820,Assassination Classroom 2nd Season, Irina Jelavic , Shizuka Itou
821,Assassination Classroom 2nd Season, Itona Horibe , Megumi Ogata
822,Assassination Classroom 2nd Season, Kaede Kayano , Aya Suzaki
823,Assassination Classroom 2nd Season, Karma Akabane , Nobuhiko Okamoto
832,Natsume's Book of Friends Season 5,Nyanko-Sensei , Sanae Kobayashi
833,Natsume's Book of Friends Season 5, Takashi Natsume , Hiroshi Kamiya
834,Natsume's Book of Friends Season 5, Kaname Tanuma , Kazuma Horie
835,Natsume's Book of Friends Season 5, Seiji Matoba , Junichi Suwabe
836,Natsume's Book of Friends Season 5, Shuichi Natori , Akira Ishida
837,Natsume's Book of Friends Season 5, Tooru Taki , Rina Satou
838,Natsume's Book of Friends Season 5, Touko Fujiwara , Miki Itou
848,My Hero Academia 3,All Might , Kenta Miyake
849,My Hero Academia 3, Izuku Midoriya , Daiki Yamashita
850,My Hero Academia 3, Katsuki Bakugo , Nobuhiko Okamoto
851,My Hero Academia 3, Denki Kaminari , Tasuku Hatanaka
852,My Hero Academia 3, Eijiro Kirishima , Toshiki Masuda
853,My Hero Academia 3, Himiko Toga , Misato Fukuen
854,My Hero Academia 3, Mezo Shoji , Masakazu Nishida
855,My Hero Academia 3, Momo Yaoyorozu , Marina Inoue
864,Violet Evergarden,Violet Evergarden , Yui Ishikawa
865,Violet Evergarden, Benedict Blue , Kouki Uchiyama
866,Violet Evergarden, Cattleya Baudelaire , Aya Endou
867,Violet Evergarden, Claudia Hoggins , Takehito Koyasu
868,Violet Evergarden, Dietfried Bougainvillea , Hidenobu Kiuchi
869,Violet Evergarden, Erica Brown , Minori Chihara
870,Violet Evergarden, Gilbert Bougainvillea , Daisuke Namikawa
871,Violet Evergarden, Iris Cannary , Haruka Tomatsu
880,That Time I Got Reincarnated as a Slime,Rimuru Tempest , Takuma Terashima
881,That Time I Got Reincarnated as a Slime, Alice Rondo , Haruka Shiraishi
882,That Time I Got Reincarnated as a Slime, Benimaru , Makoto Furukawa
883,That Time I Got Reincarnated as a Slime, Chloe Aubert , Azusa Tadokoro
884,That Time I Got Reincarnated as a Slime, Gabiru , Jun Fukushima
885,That Time I Got Reincarnated as a Slime, Gale Gibson , Gen Satou
886,That Time I Got Reincarnated as a Slime, Gobta , Asuna Tomari
887,That Time I Got Reincarnated as a Slime, Hakurou , Houchuu Ootsuka
893,My Hero Academia 2,All Might , Kenta Miyake
894,My Hero Academia 2, Izuku Midoriya , Akeno Watanabe
895,My Hero Academia 2, Katsuki Bakugo , Nobuhiko Okamoto
896,My Hero Academia 2, Ochaco Uraraka , Ayane Sakura
897,My Hero Academia 2, Tenya Iida , Kaito Ishikawa
898,My Hero Academia 2, Fumikage Tokoyami , Yoshimasa Hosoya
899,My Hero Academia 2, Gran Torino ,  Kenichi Ogata
900,My Hero Academia 2, Minoru Mineta , Ryou Hirohashi
909,Wolf Children,Ame , Amon Kabe
910,Wolf Children, Hana , Aoi Miyazaki
911,Wolf Children, Yuki , Haru Kuroki
912,Wolf Children, Father , Takao Oosawa
913,Wolf Children, Grandpa Nirasaki , Bunta Sugawara
914,Wolf Children, Sohei Fujii , Takuma Hiraoka
915,Wolf Children, Bunko , Chika Arakawa
916,Wolf Children, Doi , Mitsuki Tanimura
925,SK8 the Infinity,Langa Hasegawa , Chiaki Kobayashi
926,SK8 the Infinity, Reki Kyan , Tasuku Hatanaka
927,SK8 the Infinity, Adam , Takehito Koyasu
928,SK8 the Infinity, Cherry Blossom , Hikaru Midorikawa
929,SK8 the Infinity, Joe , Yasunori Matsumoto
930,SK8 the Infinity, Miya Chinen , Takuma Nagatsuka
931,SK8 the Infinity, Shadow , Kenta Miyake
932,SK8 the Infinity, Tadashi Kikuchi , Kensho Ono
941,Hajime no Ippo: The Fighting!,Genji Kamogawa , Kenji Utsumi
942,Hajime no Ippo: The Fighting!, Ippo Makunouchi , Kohei Kiyasu
943,Hajime no Ippo: The Fighting!, Mamoru Takamura , Rikiya Koyama
944,Hajime no Ippo: The Fighting!, Alexander Volg Zangief , Toshiyuki Morikawa
945,Hajime no Ippo: The Fighting!, Eiji Date , Masaki Aizawa
946,Hajime no Ippo: The Fighting!, Ginpachi Nekota , Ichiro Nagai
947,Hajime no Ippo: The Fighting!, Haruhiko Yagi , Toshihiko Nakajima
948,Hajime no Ippo: The Fighting!, Hiroko Makunouchi , Yorie Terauchi
957,Code Geass: Lelouch of the Rebellion,C.C. , Yukana
958,Code Geass: Lelouch of the Rebellion, Kallen Stadtfeld , Ami Koshimizu
959,Code Geass: Lelouch of the Rebellion, Lelouch Lamperouge , Jun Fukuyama
960,Code Geass: Lelouch of the Rebellion, Suzaku Kururugi , Takahiro Sakurai
961,Code Geass: Lelouch of the Rebellion, Cecile Croomy , Kikuko Inoue
962,Code Geass: Lelouch of the Rebellion, Charles Zi Britannia , Norio Wakamoto
963,Code Geass: Lelouch of the Rebellion, Cornelia Li Britannia , Junko Minagawa
964,Code Geass: Lelouch of the Rebellion, Euphemia Li Britannia , Omi Minami
973,JoJo’s Bizarre Adventure: Stardust Crusaders - Battle in Egypt,Jean Pierre Polnareff , Ayumi Fujimura
974,JoJo’s Bizarre Adventure: Stardust Crusaders - Battle in Egypt, Joseph Joestar , Unshou Ishizuka
975,JoJo’s Bizarre Adventure: Stardust Crusaders - Battle in Egypt, Jotaro Kujo , Daisuke Ono
976,JoJo’s Bizarre Adventure: Stardust Crusaders - Battle in Egypt, Mohammed Avdol , Kenta Miyake
977,JoJo’s Bizarre Adventure: Stardust Crusaders - Battle in Egypt, Noriaki Kakyoin , Daisuke Hirakawa
978,JoJo’s Bizarre Adventure: Stardust Crusaders - Battle in Egypt, Dio Brando , Takehito Koyasu
979,JoJo’s Bizarre Adventure: Stardust Crusaders - Battle in Egypt, Iggi , Misato Fukuen
980,JoJo’s Bizarre Adventure: Stardust Crusaders - Battle in Egypt, Alessi , Masaya Onosaka
989,Yona of the Dawn: Zeno Arc,Zeno , Hiro Shimono
990,Yona of the Dawn: Zeno Arc, Abi , Nobuhiko Okamoto
991,Yona of the Dawn: Zeno Arc, Guen , Masakazu Morita
992,Yona of the Dawn: Zeno Arc, Shuten , Junichi Suwabe
993,Yona of the Dawn: Zeno Arc, Ao , Mitsuru Miyamoto
994,Yona of the Dawn: Zeno Arc, Ao , Nozomi Yamamoto
995,Yona of the Dawn: Zeno Arc, Hak Son , Tomoaki Maeno
996,Yona of the Dawn: Zeno Arc, Jae-Ha , Junichi Suwabe
999,JoJo's Bizarre Adventure: Diamond is Unbreakable,Josuke Higashikata , Yuuki Ono
1000,JoJo's Bizarre Adventure: Diamond is Unbreakable, Koichi Hirose , Yuuki Kaji
1001,JoJo's Bizarre Adventure: Diamond is Unbreakable, Okuyasu Nijimura , Wataru Takagi
1002,JoJo's Bizarre Adventure: Diamond is Unbreakable, Hayato Kawajiri , Rina Satou
1003,JoJo's Bizarre Adventure: Diamond is Unbreakable, Jotaro Kujo , Daisuke Ono
1004,JoJo's Bizarre Adventure: Diamond is Unbreakable, Rohan Kishibe , Takahiro Sakurai
1005,JoJo's Bizarre Adventure: Diamond is Unbreakable, Yoshikage Kira , Toshiyuki Morikawa
1006,JoJo's Bizarre Adventure: Diamond is Unbreakable, Yukako Yamagishi , Mamiko Noto
1015,Kamisama Kiss: Kako-hen,Nanami Momozono , Suzuko Mimori
1016,Kamisama Kiss: Kako-hen, Tomoe , Shinnosuke Tachibana
1017,Kamisama Kiss: Kako-hen, Kotetsu , Chika Ookubo
1018,Kamisama Kiss: Kako-hen, Mizuki , Nobuhiko Okamoto
1019,Kamisama Kiss: Kako-hen, Akura-Ou , Junichi Suwabe
1020,Kamisama Kiss: Kako-hen, Kuromaro , Maaya Sakamoto
1021,Kamisama Kiss: Kako-hen, Mamoru , Daiki Yamashita
1022,Kamisama Kiss: Kako-hen, Mikage , Akira Ishida
1030,Hajime no Ippo: New Challenger,Genji Kamogawa , Kenji Utsumi
1031,Hajime no Ippo: New Challenger, Ippo Makunouchi , Kohei Kiyasu
1032,Hajime no Ippo: New Challenger, Mamoru Takamura , Rikiya Koyama
1033,Hajime no Ippo: New Challenger, Arnie Gregory , Takaya Kuroda
1034,Hajime no Ippo: New Challenger, Brian Hawk , Akio Ootsuka
1035,Hajime no Ippo: New Challenger, Eiji Date , Masaki Aizawa
1036,Hajime no Ippo: New Challenger, Ichiro Miyata , Tomokazu Seki
1037,Hajime no Ippo: New Challenger, Manabu Itagaki , Daisuke Namikawa
1044,Mushishi Zoku Shou 2nd Season,Ginko , Yuto Nakano
1045,Mushishi Zoku Shou 2nd Season, Kaoru , Toshio Furukawa
1046,Mushishi Zoku Shou 2nd Season, Akane , Rinna Ishikawa
1047,Mushishi Zoku Shou 2nd Season, Futaba , Tsukika Akiba
1048,Mushishi Zoku Shou 2nd Season, Gen , Rin Kanazawa
1049,Mushishi Zoku Shou 2nd Season, Gen'S Father , Shinya Hamazoe
1050,Mushishi Zoku Shou 2nd Season, Iku , Shino Kakinuma
1051,Mushishi Zoku Shou 2nd Season, Isaza , Ami Koshimizu
1060,Attack on Titan,Armin Arlelt , Marina Inoue
1061,Attack on Titan, Eren Jaeger , Yuuki Kaji
1062,Attack on Titan, Mikasa Ackerman , Yui Ishikawa
1063,Attack on Titan, Annie Leonhart , Yu Shimamura
1064,Attack on Titan, Bertholdt Hoover , Tomohisa Hashizume
1065,Attack on Titan, Conny Springer ,  Hiro Shimono
1066,Attack on Titan, Dot Pyxis , Masahiko Tanaka
1067,Attack on Titan, Eld Gin , Susumu Chiba
1076,Haikyuu!! Tokushuu! Harukou Volley ni Kaketa Seishun,Shoyo Hinata , Ayumu Murase
1077,Haikyuu!! Tokushuu! Harukou Volley ni Kaketa Seishun, Tobio Kageyama , Kaito Ishikawa
1078,Haikyuu!! Tokushuu! Harukou Volley ni Kaketa Seishun, Daichi Sawamura , Satoshi Hino
1089,Kaguya-sama: Love Is War?,Chika Fujiwara , Konomi Kohara
1090,Kaguya-sama: Love Is War?, Kaguya Shinomiya , Aoi Koga
1091,Kaguya-sama: Love Is War?, Miyuki Shirogane , Makoto Furukawa
1092,Kaguya-sama: Love Is War?, Yu Ishigami , Ryouta Suzuki
1093,Kaguya-sama: Love Is War?, Ai Hayasaka , Yumiri Hanamori
1094,Kaguya-sama: Love Is War?, Miko Iino , Miyu Tomita
1095,Kaguya-sama: Love Is War?, Adolphe Pescarolo , Itaru Yamamoto
1096,Kaguya-sama: Love Is War?, Brown-Haired Child , Mei Shibata
1105,Gintama: Porori-hen,Gintoki Sakata , Tomokazu Sugita
1106,Gintama: Porori-hen, Kagura , Rie Kugimiya
1107,Gintama: Porori-hen, Shinpachi Shimura , Daisuke Sakaguchi
1108,Gintama: Porori-hen, Bansai Kawakami , Takumi Yamazaki
1109,Gintama: Porori-hen, Henpeita Takechi , Chafurin
1110,Gintama: Porori-hen, Kamui , Satoshi Hino
1111,Gintama: Porori-hen, Kotarou Katsura , Yuki Kaida
1112,Gintama: Porori-hen, Kouka , Rie Kugimiya
1119,March Comes in like a Lion 2nd Season,Akari Kawamoto , Ai Kayano
1120,March Comes in like a Lion 2nd Season, Hinata Kawamoto , Kana Hanazawa
1121,March Comes in like a Lion 2nd Season, Momo Kawamoto , Misaki Kuno
1122,March Comes in like a Lion 2nd Season, Rei Kiriyama , Yumi Uchiyama
1123,March Comes in like a Lion 2nd Season, Harunobu Nikaidou , Nobuhiko Okamoto
1124,March Comes in like a Lion 2nd Season, Kai Shimada , Shinichirou Miki
1125,March Comes in like a Lion 2nd Season, Kyouko Kouda , Marina Inoue
1126,March Comes in like a Lion 2nd Season, Masamune Gotou , Hiroki Touchi
1135,Natsume's Book of Friends Season 3,Nyanko-Sensei , Kazuhiko Inoue
1136,Natsume's Book of Friends Season 3, Takashi Natsume , Hiroshi Kamiya
1137,Natsume's Book of Friends Season 3, Kaname Tanuma , Kazuma Horie
1138,Natsume's Book of Friends Season 3, Shigeru Fujiwara , Eiji Itou
1139,Natsume's Book of Friends Season 3, Shuichi Natori , Akira Ishida
1140,Natsume's Book of Friends Season 3, Tooru Taki , Rina Satou
1141,Natsume's Book of Friends Season 3, Touko Fujiwara , Miki Itou
1142,Natsume's Book of Friends Season 3, Aokuchinashi , Hisako Kyouda
1151,Attack on Titan 2nd Season,Armin Arlelt , Marina Inoue
1152,Attack on Titan 2nd Season, Eren Jaeger , Yuuki Kaji
1153,Attack on Titan 2nd Season, Mikasa Ackerman , Yui Ishikawa
1155,Attack on Titan 2nd Season, Bertholdt Hoover , Tomohisa Hashizume
1156,Attack on Titan 2nd Season, Christa Lenz , Shiori Mikami
1158,Attack on Titan 2nd Season, Conny Springer , Hiro Shimono
1167,I Want to Eat Your Pancreas,Haruki Shiga , Mahiro Takasugi
1168,I Want to Eat Your Pancreas, Sakura Yamauchi , Lynn
1169,I Want to Eat Your Pancreas, Kyouko Takimoto , Yukiyo Fujii
1170,I Want to Eat Your Pancreas, Haruki'S Father , Shinichirou Miki
1171,I Want to Eat Your Pancreas, Haruki'S Mother , Atsuko Tanaka
1172,I Want to Eat Your Pancreas, Issei Miyata , Jun Fukushima
1173,I Want to Eat Your Pancreas, Sakura'S Mother , Emi Wakui
1174,I Want to Eat Your Pancreas, Takahiro , Yuuma Uchida
1183,Rascal Does Not Dream of a Dreaming Girl,Mai Sakurajima , Asami Seto
1184,Rascal Does Not Dream of a Dreaming Girl, Sakuta Azusagawa , Kaito Ishikawa
1185,Rascal Does Not Dream of a Dreaming Girl, Shoko Makinohara , Inori Minase
1186,Rascal Does Not Dream of a Dreaming Girl, Kaede Azusagawa , Yurika Kubo
1187,Rascal Does Not Dream of a Dreaming Girl, Nodoka Toyohama , Maaya Uchida
1188,Rascal Does Not Dream of a Dreaming Girl, Rio Futaba , Atsumi Tanezaki
1189,Rascal Does Not Dream of a Dreaming Girl, Tomoe Koga , Nao Touyama
1199,Given Movie,Akihiko Kaji , Takuya Eguchi
1200,Given Movie, Haruki Nakayama , Masatomo Nakazawa
1201,Given Movie, Mafuyu Sato , Shougo Yano
1202,Given Movie, Ritsuka Uenoyama , Yuuma Uchida
1203,Given Movie, Ugetsu Murata , Shintarou Asanuma
1213,Mushishi Zoku Shou,Ginko , Miyuki Sawashiro
1214,Mushishi Zoku Shou, Teru , Youko Hikasa
1215,Mushishi Zoku Shou, Adashino , Yuuji Ueda
1216,Mushishi Zoku Shou, Amimoto , Yusaku Yara
1217,Mushishi Zoku Shou, Chiyo , Yoshie Tsuji
1218,Mushishi Zoku Shou, Houichi , Akira Matsushita
1219,Mushishi Zoku Shou, Houichi'S Father , Kouki Saga
1220,Mushishi Zoku Shou, Houichi'S Wife , Kayo Kikkawa
1229,Princess Mononoke,Ashitaka , Yoji Matsuda
1230,Princess Mononoke, San , Yuriko Ishida
1231,Princess Mononoke, The Forest Spirit , Satoi Iinuma
1232,Princess Mononoke, Eboshi Gozen , Yuko Tanaka
1233,Princess Mononoke, Gonza , Tsunehiko Kamijo
1234,Princess Mononoke, Jigo , Kaoru Kobayashi
1235,Princess Mononoke, Koroku , Masahiko Nishimura
1236,Princess Mononoke, Moro , Akihiro Miwa
1245,Kuroko's Basketball 3,Taiga Kagami , Yuuki Ono
1246,Kuroko's Basketball 3, Tetsuya Kuroko , Kensho Ono
1247,Kuroko's Basketball 3, Atsushi Murasakibara , Kenichi Suzumura
1248,Kuroko's Basketball 3, Daiki Aomine , Junichi Suwabe
1249,Kuroko's Basketball 3, Junpei Hyuga , Yoshimasa Hosoya
1250,Kuroko's Basketball 3, Riko Aida , Chiwa Saitou
1251,Kuroko's Basketball 3, Ryouta Kise , Ryouhei Kimura
1252,Kuroko's Basketball 3, Seijuurou Akashi , Hiroshi Kamiya
1278,Dr. Stone,Chrome , Asuna Tomari
1279,Dr. Stone, Kohaku , Manami Numakura
1280,Dr. Stone, Senkuu Ishigami , Mikako Komatsu
1281,Dr. Stone, Gen Asagiri , Kengo Kawanishi
1282,Dr. Stone, Ginrou , Ayumu Murase
1283,Dr. Stone, Kaseki , Mugihito
1284,Dr. Stone, Kinrou , Tomoaki Maeno
1285,Dr. Stone, Magma , Yasuhiro Mamiya
1294,Attack on Titan: No Regrets,Furlan Church , Kouji Yusa
1295,Attack on Titan: No Regrets, Isabel Magnolia , Mariya Ise
1296,Attack on Titan: No Regrets, Levi , Hiroshi Kamiya
1297,Attack on Titan: No Regrets, Erwin Smith , Daisuke Ono
1298,Attack on Titan: No Regrets, Flagon Darlett , Kenjirou Tsuda
1299,Attack on Titan: No Regrets, Keith Sadies , Tsuguo Mogami
1300,Attack on Titan: No Regrets, Hange Zoe , Romi Park
1301,Attack on Titan: No Regrets, Jan , Manabu Sakamaki
1307,Horimiya,Izumi Miyamura , Kouki Uchiyama
1308,Horimiya, Kyouko Hori , Haruka Tomatsu
1309,Horimiya, Kakeru Sengoku , Nobuhiko Okamoto
1310,Horimiya, Remi Ayasaki , M.A.O.
1311,Horimiya, Sakura Kono , Reina Kondo
1312,Horimiya, Tooru Ishikawa , Seiichirou Yamashita
1313,Horimiya, Yuki Yoshikawa , Yurie Kozakai
1314,Horimiya, Akane Yanagi , Jun Fukuyama
1323,Cowboy Bebop,Edward , Aoi Tada
1324,Cowboy Bebop, Faye Valentine , Megumi Hayashibara
1325,Cowboy Bebop, Jet Black , Unshou Ishizuka
1326,Cowboy Bebop, Spike Spiegel , Kouichi Yamadera
1328,Cowboy Bebop, Julia , Gara Takashima
1329,Cowboy Bebop, Vicious , Norio Wakamoto
1330,Cowboy Bebop, Abdul Hakim , Ryuzaburo Otomo
1339,Hotarubi no Mori e,Gin , Kouki Uchiyama
1340,Hotarubi no Mori e, Hotaru Takegawa , Ayane Sakura
1341,Hotarubi no Mori e, Hotaru'S Grandfather , Shinpachi Tsuji
1342,Hotarubi no Mori e, Forest Spirit , Hiroki Gotou
1343,Hotarubi no Mori e, Hotaru'S Mother , Izumi Sawada
1344,Hotarubi no Mori e, Ryouta , Hayato Taya
1345,Hotarubi no Mori e, Tree Youkai , Masanori Machida
1354,The Disastrous Life of Saiki K. 2nd Season,Kusuo Saiki , Hiroshi Kamiya
1355,The Disastrous Life of Saiki K. 2nd Season, Aren Kuboyasu , Yoshimasa Hosoya
1356,The Disastrous Life of Saiki K. 2nd Season, Chisato Mera , Maaya Uchida
1357,The Disastrous Life of Saiki K. 2nd Season, Chiyo Yumehara , Yukari Tamura
1358,The Disastrous Life of Saiki K. 2nd Season, Kineshi Hairo , Satoshi Hino
1359,The Disastrous Life of Saiki K. 2nd Season, Kokomi Teruhashi , Ai Kayano
1360,The Disastrous Life of Saiki K. 2nd Season, Kuniharu Saiki , Mitsuo Iwata
1361,The Disastrous Life of Saiki K. 2nd Season, Kurumi Saiki , Rikako Aikawa
1370,Monogatari Series: Second Season,Hitagi Senjogahara , Chiwa Saitou
1371,Monogatari Series: Second Season, Koyomi Araragi , Hiroshi Kamiya
1372,Monogatari Series: Second Season, Shinobu Oshino , Maaya Sakamoto
1373,Monogatari Series: Second Season, Tsubasa Hanekawa , Yui Horie
1374,Monogatari Series: Second Season, Deishuu Kaiki , Shinichirou Miki
1375,Monogatari Series: Second Season, Karen Araragi , Eri Kitamura
1376,Monogatari Series: Second Season, Mayoi Hachikuji , Emiri Katou
1377,Monogatari Series: Second Season, Nadeko Sengoku , Kana Hanazawa
1386,Castlevania Season 4,Alucard , Shinichirou Miki
1387,Castlevania Season 4, Hector , Takahiro Sakurai
1388,Castlevania Season 4, Isaac , Kento Shiraishi
1389,Castlevania Season 4, Lenore , Ayaka Kurogi
1390,Castlevania Season 4, Saint Germain , Eiji Hanawa
1391,Castlevania Season 4, Sypha Belnades , Ayaka Shimoyamada
1392,Castlevania Season 4, Trevor Belmont , Ryotaro Okiayu
1393,Castlevania Season 4, Carmilla , Mie Sonozaki
1402,Doukyuusei,Hikaru Kusakabe , Hiroshi Kamiya
1403,Doukyuusei, Rihito Sajou , Kenji Nojima
1404,Doukyuusei, Manabu Hara , Hideo Ishikawa
1405,Doukyuusei, Tani , Atsushi Kousaka
1406,Doukyuusei, Hashimoto , Kenta Sasa
1407,Doukyuusei, Miki , Yurino
1408,Doukyuusei, Miki'S Friend , Mami Takakuda
1418,ERASED,Kayo Hinazuki , Aoi Yuuki
1419,ERASED, Satoru Fujinuma , Tao Tsuchiya
1420,ERASED, Airi Katagiri , Chinatsu Akasaki
1421,ERASED, Gaku Yashiro , Mitsuru Miyamoto
1422,ERASED, Hiromi Sugita , Atsushi Tamaru
1423,ERASED, Kazu , Yukitoshi Kikuchi
1424,ERASED, Kenya Kobayashi , You Taichi
1425,ERASED, Osamu , Ayaka Nanase
1434,The Rising of the Shield Hero,Filo , Rina Hidaka
1435,The Rising of the Shield Hero, Naofumi Iwatani , Kaito Ishikawa
1436,The Rising of the Shield Hero, Raphtalia , Asami Seto
1437,The Rising of the Shield Hero, Erhard , Hiroki Yasumoto
1438,The Rising of the Shield Hero, Itsuki Kawasumi , Yoshitaka Yamaya
1439,The Rising of the Shield Hero, Malty S Melromarc , Sarah Emi Bridcutt
1440,The Rising of the Shield Hero, Melty Q Melromarc , Maaya Uchida
1441,The Rising of the Shield Hero, Mirelia Q. Melromarc ,  Kikuko Inoue
1450,To Your Eternity,Fushi , Reiji Kawashima
1451,To Your Eternity, Gugu , Ryouko Shiraishi
1452,To Your Eternity, Hayase , Mitsuki Saiga
1453,To Your Eternity, March , Rie Hikisaka
1454,To Your Eternity, Parona , Aya Uchida
1455,To Your Eternity, Pioran , Rikako Aikawa
1456,To Your Eternity, Rean Cropp , Manaka Iwami
1457,To Your Eternity, Tonari Dalton , Eri Inagawa
1466,Hajime no Ippo: Rising,Genji Kamogawa , Shozo Iizuka
1467,Hajime no Ippo: Rising, Ippo Makunouchi , Kohei Kiyasu
1468,Hajime no Ippo: Rising, Mamoru Takamura , Rikiya Koyama
1469,Hajime no Ippo: Rising, Haruhiko Yagi , Toshihiko Nakajima
1470,Hajime no Ippo: Rising, Hiroko Makunouchi , Yorie Terauchi
1471,Hajime no Ippo: Rising, Ichiro Miyata , Tomokazu Seki
1472,Hajime no Ippo: Rising, Kumi Mashiba , Saori Hayashi
1473,Hajime no Ippo: Rising, Manabu Itagaki , Daisuke Namikawa
1481,"Josee, the Tiger and the Fish",Josee , Kaya Kiyohara
1482,"Josee, the Tiger and the Fish", Tsuneo Suzukawa , Taishi Nakagawa
1483,"Josee, the Tiger and the Fish", Chizu Yamamura , Chiemi Matsutera
1484,"Josee, the Tiger and the Fish", Hayato Matsuura , Kazuyuki Okitsu
1485,"Josee, the Tiger and the Fish", Kana Kishimoto , Lynn
1486,"Josee, the Tiger and the Fish", Mai Ninomiya , Yume Miyamoto
1487,"Josee, the Tiger and the Fish", Diving Shop Owner , Shintarou Moriyama
1488,"Josee, the Tiger and the Fish", Fujita , Jin Urayama
1497,Made in Abyss,Reg , Mariya Ise
1498,Made in Abyss, Riko , Miyu Tomita
1499,Made in Abyss, Habolg , Tetsu Inada
1500,Made in Abyss, Jiruo , Taishi Murata
1501,Made in Abyss, Marulk , Aki Toyosaki
1502,Made in Abyss, Nanachi , Shiori Izawa
1503,Made in Abyss, Nat , Mutsumi Tamura
1504,Made in Abyss, Ozen , Sayaka Oohara
1513,Rurouni Kenshin: Tsuiokuhen,Kenshin Himura , Mayo Suzukaze
1514,Rurouni Kenshin: Tsuiokuhen, Tomoe Yukishiro , Junko Iwao
1515,Rurouni Kenshin: Tsuiokuhen, Enishi Yukishiro , Nozomu Sasaki
1516,Rurouni Kenshin: Tsuiokuhen, Hajime Saitou , Hirotaka Suzuoki
1517,Rurouni Kenshin: Tsuiokuhen, Seijuro Hiko , Shuuichi Ikeda
1518,Rurouni Kenshin: Tsuiokuhen, Tatsumi , Minoru Uchida
1520,Rurouni Kenshin: Tsuiokuhen, Isami Kondou , Hiroshi Takahashi
1529,Descending Stories: Shouwa Genroku Rakugo Shinjuu,Konatsu , Yuu Kobayashi
1530,Descending Stories: Shouwa Genroku Rakugo Shinjuu, Yakumo Yuurakutei , Akira Ishida
1531,Descending Stories: Shouwa Genroku Rakugo Shinjuu, Yotarou , Tomokazu Seki
1532,Descending Stories: Shouwa Genroku Rakugo Shinjuu, Eisuke Higuchi , Toshihiko Seki
1533,Descending Stories: Shouwa Genroku Rakugo Shinjuu, Isao Kido , Takaya Hashi
1534,Descending Stories: Shouwa Genroku Rakugo Shinjuu, Mangetsu Tsuburaya , Kouji Yusa
